#Query,DatabaseMatch,PrimaryCity,SecondaryCity,PredictedSubtype,Correctness
B.N.N.NAM.US.8936.2019.OM209776,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8930.2019.OM209775,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8936.2019.OM209774,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8925.2019.OM209773,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8939.2019.OM209772,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8930.2019.OM209771,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8901.2019.OM209770,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8930.2019.OM209769,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8930.2019.OM209768,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8934.2019.OM209767,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8929.2019.OM209766,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8930.2019.OM209765,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8941.2019.OM209764,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8931.2019.OM209763,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8936.2019.OM209762,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8930.2019.OM209761,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8941.2019.OM209760,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8917.2019.OM209759,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209758,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209757,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8936.2019.OM209756,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209755,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209754,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8929.2019.OM209753,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8944.2019.OM209752,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8944.2019.OM209751,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209750,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209749,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8936.2019.OM209748,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8930.2019.OM209747,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209746,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209745,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209744,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209743,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8905.2019.OM209742,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8936.2019.OM209741,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8930.2019.OM209740,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8958.2019.OM209739,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8930.2019.OM209738,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8931.2019.OM209737,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209736,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8976.2019.OM209735,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8935.2019.OM209734,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8931.2019.OM209733,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209732,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209731,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8929.2019.OM209730,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209729,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209728,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8951.2019.OM209727,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8893.2019.OM209726,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209725,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8939.2019.OM209724,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209723,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209722,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209721,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8925.2019.OM209720,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8942.2019.OM209719,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8976.2019.OM209718,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8985.2019.OM209717,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9001.2019.OM209716,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9022.2019.OM209715,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9019.2019.OM209714,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8928.2019.OM209711,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9014.2019.OM209710,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8991.2019.OM209709,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9021.2019.OM209708,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9155.2019.OM209707,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9049.2019.OM209706,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8918.2019.OM209705,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8906.2019.OM209704,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8940.2019.OM209703,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8935.2019.OM209702,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8946.2019.OM209701,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8943.2019.OM209700,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8941.2019.OM209699,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8937.2019.OM209698,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8941.2019.OM209697,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8937.2019.OM209696,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8947.2019.OM209695,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8940.2019.OM209694,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8946.2019.OM209693,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8932.2019.OM209692,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8937.2019.OM209691,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8944.2019.OM209690,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8925.2019.OM209689,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8938.2019.OM209688,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8804.2019.OM209687,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8902.2019.OM209686,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9046.2019.OM209685,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9074.2019.OM209684,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9064.2019.OM209683,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9080.2019.OM209682,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8988.2019.OM209681,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8999.2019.OM209680,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8996.2019.OM209679,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8990.2019.OM209678,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9002.2019.OM209677,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9150.2019.OM209676,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9008.2019.OM209675,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8989.2019.OM209674,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9006.2019.OM209673,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8992.2019.OM209670,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9016.2019.OM209669,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9025.2019.OM209668,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8984.2019.OM209665,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8993.2019.OM209662,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8916.2019.OM209661,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8952.2019.OM209660,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8953.2019.OM209659,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8933.2019.OM209658,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8938.2019.OM209657,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8940.2019.OM209656,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8931.2019.OM209655,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8943.2019.OM209654,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9093.2019.OM209653,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9076.2019.OM209652,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9178.2019.OM209651,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9072.2019.OM209650,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9093.2019.OM209649,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2019.OM209648,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9077.2019.OM209647,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9073.2019.OM209646,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9138.2019.OM209645,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9102.2019.OM209644,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9089.2019.OM209643,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9085.2019.OM209642,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9107.2019.OM209641,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9095.2019.OM209640,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2019.OM209639,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9091.2019.OM209638,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2019.OM209637,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9098.2019.OM209636,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8968.2019.OM209635,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9107.2019.OM209634,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2019.OM209633,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9045.2019.OM209632,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9082.2019.OM209631,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9081.2019.OM209630,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9044.2019.OM209629,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9051.2019.OM209628,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9033.2019.OM209627,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9077.2019.OM209626,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9061.2019.OM209625,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9060.2019.OM209624,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9033.2019.OM209623,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9046.2019.OM209622,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9069.2019.OM209621,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9013.2019.OM209620,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9053.2019.OM209619,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2019.OM209618,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9044.2019.OM209617,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9126.2019.OM209616,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2019.OM209615,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9073.2019.OM209614,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8956.2019.OM209613,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9073.2019.OM209612,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9082.2019.OM209611,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9060.2019.OM209610,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8956.2019.OM209609,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9062.2019.OM209608,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9057.2019.OM209607,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9046.2019.OM209606,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9096.2019.OM209605,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9056.2019.OM209604,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8897.2019.OM209603,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9019.2019.OM209602,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9036.2019.OM209601,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2019.OM209600,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9033.2019.OM209599,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9056.2019.OM209598,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9033.2019.OM209597,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9048.2019.OM209596,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2019.OM209595,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9016.2019.OM209594,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2019.OM209593,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8904.2019.OM209592,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8935.2019.OM209591,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9044.2019.OM209590,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9060.2019.OM209589,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2019.OM209588,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2019.OM209587,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9048.2019.OM209586,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2019.OM209585,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2019.OM209584,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9077.2019.OM209583,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9147.2019.OM209582,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9067.2019.OM209581,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9092.2019.OM209580,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2019.OM209579,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2019.OM209578,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9060.2019.OM209577,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9050.2019.OM209576,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9064.2019.OM209575,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9106.2019.OM209574,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9043.2019.OM209573,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9051.2019.OM209572,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9065.2019.OM209571,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9084.2019.OM209570,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9056.2019.OM209569,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9060.2019.OM209568,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9044.2019.OM209567,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9066.2019.OM209566,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9038.2019.OM209565,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9050.2019.OM209564,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9049.2019.OM209563,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9066.2019.OM209562,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2019.OM209561,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2019.OM209560,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9050.2019.OM209559,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9064.2019.OM209558,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9053.2019.OM209557,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9061.2019.OM209556,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9057.2019.OM209555,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9066.2019.OM209554,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2019.OM209553,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9070.2019.OM209552,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9058.2019.OM209551,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9057.2019.OM209550,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9056.2019.OM209549,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9081.2019.OM209548,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2019.OM209547,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9066.2019.OM209546,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2019.OM209545,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9049.2019.OM209544,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9053.2019.OM209543,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9033.2019.OM209542,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9034.2019.OM209541,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8879.2019.OM209540,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9040.2019.OM209539,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9004.2019.OM209538,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9011.2019.OM209537,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9055.2019.OM209536,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8951.2019.OM209535,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9048.2019.OM209534,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9044.2019.OM209533,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9044.2019.OM209532,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8892.2019.OM209531,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9063.2019.OM209530,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9036.2019.OM209529,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9043.2019.OM209528,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9048.2019.OM209527,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9077.2019.OM209526,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9041.2019.OM209525,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9054.2019.OM209524,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9051.2019.OM209523,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9060.2019.OM209522,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9048.2019.OM209521,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9080.2019.OM209520,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9050.2019.OM209519,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9047.2019.OM209518,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9160.2019.OM209517,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9078.2019.OM209516,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9066.2019.OM209515,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9111.2019.OM209514,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9072.2019.OM209513,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.9128.2019.OM209512,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8991.2019.OM209511,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8933.2019.OM209510,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8861.2019.OM209509,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8985.2019.OM209508,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8945.2019.OM209507,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
B.N.N.NAM.US.8938.2019.OM209506,B.ZA.1985.R84.8710.FJ647145,N,N,B,correct
